bank_tier,current_version,target_version,version_jump_size,system_age_months,last_upgrade_months_ago,code_customization_percent,third_party_integrations,avg_transaction_volume,peak_transaction_volume,system_uptime_percent,avg_response_time_ms,incident_count_last_6months,unplanned_downtime_hours_last_year,infrastructure_model,server_count,database_size_gb,concurrent_users,network_bandwidth_mbps,power_stability_score,deployment_strategy,deployment_automation_level,pm_methodology,critical_incidents_last_year,test_environment_available,backup_verified,rollback_plan_exists,staff_training_completed,early_stage_testing_completed,cbn_compliance_verified,data_localization_compliant,cyber_security_framework_updated,bcp_dr_plan_tested,customer_satisfaction_score,customer_complaints_last_quarter,digital_banking_adoption_percent,service_disruption_tolerance_hours,upgrade_window_hours,business_critical_period,regulatory_compliance_required,dedicated_team_size,vendor_support_available,budget_allocated_usd,external_consultant_engaged,upgrade_success,upgrade_risk_score,system_health_score
tier3,v8.2,v11.0,minor,57,6,18.611251080151746,23,249331,405363,98.55666680925304,221,6,35,on_premise,23,19191,2862,6373,75.71967221678507,blue_green,17.067133276877726,waterfall,6,0,1,0,1,1,1,1,1,0,61.59413263808205,11,55.96511937626014,9,27,0,0,6,1,1548805,0,1,85.791650809354,59.35833340462652
tier2,v9.0,v9.2,major_1x,49,45,28.61951170763488,30,192372,341871,95.74958986827995,963,9,19,private_cloud,11,15307,1687,2776,90.07755110219016,rolling,46.916538388009705,kanban,1,0,1,1,0,1,0,1,1,0,86.00499574508092,15,75.98430979082335,10,21,0,0,14,1,2306996,0,1,100.0,42.114794934139965
tier1,v10.1,v11.0,minor,63,30,26.777649054657864,28,142214,256216,96.07660839168754,567,6,37,hybrid_cloud,26,33949,4522,7390,93.54583800202009,canary,91.05510070267334,kanban,0,1,1,1,1,1,1,1,1,1,93.0634193636057,10,71.66677812631382,2,34,1,0,19,1,2936054,1,1,46.850403362073294,50.198304195843775
microfinance,v9.0,v10.5,minor,75,6,19.528877140621574,13,223592,445372,98.37417400179389,409,7,13,on_premise,23,11285,1190,3715,71.27774118535113,big_bang,29.1473878523411,waterfall,4,1,1,1,1,1,1,1,1,1,82.40266429172593,15,65.81863247504796,6,25,1,0,11,1,1789270,1,1,86.40206783341264,63.507087000896945
microfinance,v9.0,v11.0,major_1x,85,13,11.728318446237406,20,43305,438020,98.29955066882493,327,5,24,on_premise,8,12319,3007,3563,70.93480855202664,blue_green,4.587641551454915,kanban,4,1,1,1,0,0,1,0,1,0,65.60486655398317,14,47.06347403880562,8,37,1,0,9,0,1026534,1,1,91.4061326682763,65.60977533441246
microfinance,v9.0,v9.0,minor,84,30,52.48897316641528,19,68182,148669,97.64587890461151,1111,5,27,on_premise,5,12146,2551,4432,63.92033512801816,blue_green,23.713897935901933,waterfall,2,1,1,1,1,1,1,1,1,0,78.19088374985013,12,64.58162790761385,9,15,0,1,2,1,1022598,0,1,67.25526374747767,48.10293945230575
microfinance,v8.5,v9.0,minor,34,26,35.56434745978702,8,114409,391563,96.7047212704224,535,3,16,on_premise,18,12492,2484,3893,66.15806555275371,big_bang,25.97910879829339,agile,4,1,0,1,0,1,1,1,1,0,70.16463790226874,18,53.19080361706693,1,37,0,1,11,0,1343443,0,1,97.29398317514487,70.6523606352112
tier2,v9.0,v10.1,major_1x,100,18,62.08909510439333,10,239780,730803,97.4292539332179,394,6,23,private_cloud,16,16735,3674,1659,86.7856231479772,canary,31.60925078215891,waterfall,7,1,1,1,1,1,1,1,1,1,66.92791901917234,10,58.649807844773086,7,30,0,0,8,1,3395518,0,1,59.30527599879354,61.33462696660895
tier2,v9.0,v9.2,major_1x,39,10,50.72811376139714,28,357365,628514,96.44081982220564,708,10,10,hybrid_cloud,36,20720,6636,2220,69.46808858658372,rolling,32.5499971959772,waterfall,2,1,0,1,1,1,1,1,1,1,84.42261882941972,12,63.44808832830969,8,39,0,1,5,1,2477222,0,1,100.0,49.06040991110282
tier3,v8.5,v10.5,minor,81,17,58.14381091693036,14,165436,330855,96.77696144366448,311,3,30,hybrid_cloud,10,11083,3381,5784,86.12833316300154,blue_green,18.731251044071264,waterfall,4,1,1,1,1,1,0,0,1,0,65.92578451920741,8,59.87351499551314,1,57,0,1,12,1,1951225,0,1,75.33043245084411,68.16848072183224
tier3,v8.5,v9.2,major_2x,72,19,40.166623377670774,25,54425,523880,96.77205257763373,1135,9,24,on_premise,28,8486,2206,901,80.94546212139913,blue_green,67.22728920047189,waterfall,3,1,1,1,1,1,0,1,1,1,61.552807357422175,12,61.50277644001111,7,26,0,0,5,1,2202060,1,1,100.0,36.68602628881686
tier2,v10.1,v11.0,minor,64,14,19.985692143321497,31,302789,714018,95.56251099877777,779,6,32,hybrid_cloud,17,13798,4899,3014,74.51756184755095,blue_green,49.94358678267618,agile,7,0,1,1,1,0,1,1,1,1,69.27420338797688,11,49.53430102346081,4,41,0,0,14,1,2884888,0,1,86.94585748895896,48.20125549938889
tier3,v9.2,v10.5,major_1x,56,30,46.36798874067867,10,226846,357758,96.84953673415866,324,0,18,hybrid_cloud,12,14380,3265,3166,76.47129029039777,canary,40.35268954129615,agile,3,1,0,1,1,0,1,1,1,1,62.52273578892374,13,44.30800624437255,2,8,0,0,3,0,2185224,0,1,68.30272470407394,82.94476836707933
tier2,v8.2,v10.5,minor,33,44,54.59467868355785,36,132575,380599,97.32492258240772,358,7,37,on_premise,12,27130,5602,7401,78.973403436436,rolling,42.20746088712405,scrum,1,1,1,1,1,1,0,1,1,1,84.57597618512713,10,52.51004472462786,8,54,1,1,15,1,1819683,0,1,91.72884585533076,52.00246129120387
tier2,v8.2,v9.0,major_1x,69,25,51.55543213856955,35,197362,382133,98.06367739936799,995,2,30,hybrid_cloud,27,30278,4434,1942,81.52554759727012,blue_green,56.46048602809892,agile,6,1,1,1,1,1,1,1,0,1,63.69735160445312,13,66.08557517862968,11,52,1,1,7,0,1477655,1,1,53.96491477070242,58.13183869968398
tier3,v9.0,v11.0,minor,84,14,56.4973369796347,15,110786,502901,97.07441522691681,1056,5,25,hybrid_cloud,13,16994,5617,917,83.59212634467556,canary,33.08908740730865,agile,1,0,0,1,1,0,1,1,1,1,63.950837794721544,8,67.34803457996267,7,41,0,0,13,0,914066,1,1,100.0,49.9172076134584
tier3,v10.1,v9.0,minor,51,26,52.66467851106099,15,88344,243005,98.30097605677722,455,8,3,on_premise,19,15654,4959,3062,75.13962956395862,blue_green,50.09371724102743,agile,2,1,1,1,1,0,1,1,1,1,65.72296991962699,13,64.30763522271837,8,18,1,0,7,0,661914,1,1,91.58457623028622,64.55048802838861
tier3,v9.0,v9.0,minor,57,42,36.26286881203394,31,283087,346776,96.54542305766518,798,9,31,hybrid_cloud,14,21447,1830,5234,79.12589627159478,big_bang,11.645610722611778,waterfall,3,1,0,1,1,0,1,1,0,1,63.978512286936926,11,71.71748444773252,6,7,1,0,13,0,1295728,0,1,100.0,39.81271152883258
tier1,v8.2,v10.1,major_1x,42,48,68.47690285249901,36,359276,553787,97.39795188650204,1550,3,14,hybrid_cloud,48,23197,5832,7312,84.50621817612215,blue_green,17.522813473657525,agile,6,1,1,1,1,1,1,1,1,1,78.0287862314618,3,46.86169005027271,12,34,0,0,8,0,1226161,1,1,46.28840805636736,51.698975943251014
microfinance,v8.5,v9.0,major_1x,79,1,47.19139299889121,22,50594,359080,96.99047371950233,1162,3,10,on_premise,9,13340,3229,2099,69.82551808160785,big_bang,35.058307886087995,waterfall,2,1,1,1,1,0,1,0,0,0,77.227724159481,15,61.029149562118775,7,23,0,0,5,1,1564820,0,1,100.0,61.25523685975118
tier2,v9.2,v9.2,minor,45,10,21.546543926555003,28,168612,327555,96.22438277066779,532,5,7,hybrid_cloud,18,9090,3316,6497,91.90568311710915,big_bang,65.19014157420195,waterfall,3,1,1,1,1,1,1,1,0,1,72.19854444013318,7,70.22263080552126,4,7,0,0,5,0,2433587,1,1,71.91479472378684,68.97219138533389
tier1,v10.1,v10.5,major_2x,91,6,50.68990471415352,37,207320,520695,97.32672879340863,1289,8,19,private_cloud,39,26379,4165,6027,100.0,blue_green,71.86618988640545,scrum,5,1,1,1,1,1,1,1,1,1,73.52971950416894,7,79.50943670248718,7,27,1,1,9,1,1584819,1,1,84.07642758194102,39.38336439670431
microfinance,v8.5,v9.0,minor,42,28,49.101188575583,30,260065,250935,97.36588804873621,332,9,20,hybrid_cloud,16,10656,2801,3407,61.538490396719375,big_bang,25.72267060793249,waterfall,4,1,1,1,0,1,1,1,1,0,70.55786349778506,13,69.34642064196593,2,18,0,1,4,1,1686346,0,1,98.41858101786416,55.04294402436811
microfinance,v9.2,v9.2,major_1x,23,12,39.997789197247485,31,197763,364484,96.46779119949171,191,5,11,on_premise,13,14817,953,2590,75.46294238287544,rolling,3.18335607922601,waterfall,1,0,1,1,1,1,1,1,1,0,78.85608550118856,10,54.079315250833226,4,17,0,1,5,1,1390517,1,1,82.01763773498935,73.91389559974587
microfinance,v10.1,v11.0,minor,43,24,60.55254813042598,7,119861,471761,98.08751474852698,199,7,23,on_premise,16,9552,2812,4407,72.19972209140273,canary,9.886098511440965,waterfall,4,0,1,1,0,1,1,0,1,0,61.78694670830786,11,57.43684240043972,4,13,0,1,8,1,1716633,1,1,100.0,62.56375737426349
tier3,v10.1,v10.5,major_1x,75,10,18.08984079929727,9,51854,269052,97.42560891483888,174,2,7,private_cloud,8,24114,2490,5658,88.11681824457959,big_bang,31.089964336073727,kanban,5,1,1,1,1,1,1,1,1,1,88.5014186065546,12,43.17526372346291,3,32,0,0,7,1,1865877,0,1,46.176340276095516,85.73280445741943
tier3,v8.2,v11.0,major_1x,85,36,52.16101450519007,26,312755,429261,95.78583836334062,1244,2,14,on_premise,17,24113,3930,1589,85.28042074060197,canary,48.51882601449172,agile,5,0,1,1,0,1,1,1,1,1,87.81973388912951,12,49.409455390140785,2,37,0,0,5,1,2218273,0,1,59.94418792312354,60.01291918167031
tier3,v8.5,v9.2,major_1x,65,39,57.76586053125099,29,291439,621273,96.97135125021428,1353,8,19,hybrid_cloud,9,11935,3814,4820,73.57884888044123,big_bang,25.970888186494363,kanban,6,0,0,1,0,1,1,1,1,0,74.69852371954319,12,46.66693195313234,4,13,0,0,9,1,2078337,0,1,100.0,37.92567562510715
tier1,v10.1,v11.0,minor,32,37,61.059008515459475,28,128612,624835,98.95709642766012,1996,13,20,hybrid_cloud,22,29877,8421,4529,91.69781695121326,rolling,60.18594821266521,agile,6,1,0,1,1,1,1,1,1,1,66.31974418213066,10,54.781035664493636,12,37,1,1,20,1,3138693,0,1,100.0,10.558548213830065
tier2,v10.1,v11.0,minor,32,34,37.271334950268646,23,182872,182847,97.97455273040417,732,6,30,on_premise,17,36398,6780,7825,84.43563893627241,canary,23.576602660387547,agile,2,1,1,1,1,1,1,1,1,1,78.60760167499112,9,83.67924221417724,2,31,0,0,15,1,872387,1,1,65.8608251067354,51.34727636520209
tier2,v9.2,v11.0,major_1x,97,36,37.26512776982519,42,89198,733010,98.9354623251686,361,8,34,public_cloud,14,21174,4225,4594,78.40527228700914,blue_green,23.132615190665128,scrum,7,1,1,1,0,1,1,1,1,1,85.46144710828229,9,79.84344603691851,3,7,0,1,16,1,1075581,0,1,71.53990737885772,51.2477311625843
tier2,v8.2,v9.0,minor,106,21,49.18758737589749,29,347942,268418,98.39812206430369,1548,4,36,hybrid_cloud,20,11591,3574,4055,91.2353932126644,canary,65.83663407405528,agile,3,1,1,1,1,1,1,1,0,1,80.68253190930862,11,59.969792933454784,9,9,0,1,15,0,2983038,1,1,55.251510305789616,38.23906103215185
tier3,v9.0,v9.0,minor,93,3,34.312740235136424,22,80445,650834,95.45842634043021,403,4,32,on_premise,19,20360,4364,1281,80.23216481994395,canary,34.057309747981996,agile,5,1,1,1,0,1,1,1,0,0,83.05705586602437,14,70.34591536783437,1,15,0,1,4,1,507824,0,1,66.76769891152178,61.6692131702151
tier2,v8.2,v9.0,minor,20,45,66.77391991382011,34,392309,445631,95.86606474327992,1538,12,16,hybrid_cloud,29,17162,2873,6490,87.60665323869625,big_bang,81.2031653099468,kanban,2,1,1,1,1,1,1,1,0,0,70.29829256222753,8,62.059271091803176,6,38,0,1,15,0,2852365,1,1,100.0,23.173032371639962
tier1,v9.0,v10.5,minor,33,28,23.302580385356492,20,98618,924148,98.45197648604365,1323,15,42,on_premise,19,43020,5666,6947,86.22723423978692,blue_green,32.960679474804465,waterfall,2,1,0,1,1,1,1,1,1,1,68.35013839470695,9,76.11932369322714,7,23,1,0,20,1,1649243,1,1,100.0,6.765988243021809
tier2,v8.5,v9.2,minor,30,43,52.30563916130449,20,154299,737016,96.36612594752776,782,9,23,private_cloud,17,26187,5712,3033,83.04581881759636,blue_green,43.85827473311832,scrum,3,1,1,1,1,0,1,1,1,1,75.95596116647205,12,57.98078313076479,7,7,0,0,11,1,3004961,0,1,86.04438044600492,44.04306297376388
tier3,v8.5,v9.0,major_2x,27,14,19.880229047257238,17,129003,143998,97.3280268688889,795,6,27,on_premise,18,21114,2839,2160,76.81746865844167,canary,18.05033834905521,kanban,1,0,1,0,1,1,1,1,1,1,64.72514851974452,8,58.95863948908985,9,28,0,0,13,0,1228045,1,1,100.0,51.26401343444445
tier1,v10.1,v11.0,major_1x,17,32,50.70817941918896,33,211490,718772,99.07758589040307,1752,14,39,hybrid_cloud,20,32884,4982,4730,95.41347199595894,canary,36.75614018852272,agile,1,1,1,1,1,0,1,1,1,1,89.36702420000896,7,85.53781408591415,4,46,1,1,10,1,1804482,1,1,100.0,2.9987929452015294
microfinance,v8.5,v11.0,major_1x,83,32,48.4272876532115,29,77330,472201,97.00831093679112,1099,4,10,on_premise,23,2591,3183,1376,78.7399878455291,blue_green,39.48330988305504,waterfall,4,1,1,1,1,1,1,1,1,1,69.31745241992814,14,64.45987270866422,7,27,0,0,11,1,305154,0,1,62.082909723924196,59.52415546839556
tier2,v10.1,v11.0,minor,108,37,24.22314224285716,22,403859,714342,97.06949721960778,1698,7,25,on_premise,16,24290,5846,3626,79.87300581331365,blue_green,78.26744432174024,kanban,2,1,1,1,1,1,1,0,1,1,83.61107434917176,16,82.59380660498984,8,10,0,1,14,0,893070,1,1,79.29875375961461,31.07474860980389
tier2,v8.2,v11.0,major_1x,84,20,56.15212970212155,34,389924,669540,97.98617152655217,1426,11,6,private_cloud,18,34576,6229,2044,84.14403756702951,blue_green,20.067755895056084,scrum,6,1,1,1,0,1,1,1,1,1,89.1368875988467,12,71.16484187778744,8,10,1,1,6,1,1225695,0,1,86.7522523475313,34.47308576327609
tier3,v8.5,v10.1,major_1x,60,23,20.20210411286467,34,203146,406652,95.74978265117446,1241,8,23,private_cloud,14,10026,5170,4485,81.76863966517195,big_bang,14.29346324265461,agile,6,1,1,1,1,1,1,1,1,1,66.61133891226304,23,69.43518804390915,3,50,0,0,4,1,2023791,1,1,94.214868371534,37.55489132558722
tier3,v8.2,v10.5,major_1x,19,2,46.575989560127155,16,242753,469034,97.8089912230637,220,2,28,hybrid_cloud,26,10556,3190,2157,88.85955900801184,canary,66.95772937648958,scrum,4,1,1,1,1,1,1,1,1,1,67.99734283072053,12,68.94700254808119,6,14,0,1,11,0,2043482,1,1,35.790445650617286,74.50449561153184
tier2,v8.2,v9.2,minor,87,12,44.384239108553885,33,163919,638068,98.1877716326687,1416,3,36,private_cloud,12,31346,2617,4644,86.74544744401766,big_bang,65.35257682266278,agile,6,1,1,1,0,1,1,1,0,1,65.41683983931125,12,51.37666897700158,4,13,1,0,7,1,2523150,0,1,70.07070877192334,43.77388581633434
tier3,v8.5,v9.2,major_2x,23,27,28.87835346505228,21,222404,525222,97.06713342727168,915,3,29,hybrid_cloud,15,13505,1077,3799,72.18758084598733,canary,26.020703068987167,scrum,1,1,1,1,0,1,1,1,0,1,61.6291753295585,14,43.63710165503485,4,54,0,1,9,0,950136,0,1,79.72241380449735,56.73356671363585
tier3,v8.2,v9.0,major_1x,35,20,18.641794349339,22,89508,271788,96.2301108901624,1303,10,19,hybrid_cloud,22,19628,4321,4074,88.61245898863606,blue_green,32.04371005483838,waterfall,4,1,0,0,1,1,1,1,0,1,62.77564850511247,4,75.85177417192638,5,56,0,0,5,1,2462212,1,1,100.0,32.555055445081194
tier2,v8.5,v10.1,major_2x,59,20,58.03879193693833,32,364930,616319,98.58711526304484,680,10,8,private_cloud,27,26718,1909,2543,88.86906360906325,big_bang,69.27289295702676,agile,0,1,1,1,1,0,1,1,1,1,67.89567985553973,11,45.63249143016164,10,19,0,1,5,0,1334070,0,1,100.0,51.693557631522424
microfinance,v8.5,v9.2,minor,37,12,31.09095862760169,10,163383,221855,96.79101578459871,605,6,7,on_premise,13,11117,1262,921,68.87252162914844,blue_green,42.83282041519162,waterfall,1,1,0,1,0,0,1,0,1,1,85.10365209229434,13,49.36929181614529,1,34,0,1,8,1,1576670,1,1,100.0,64.79550789229936
tier3,v8.5,v10.5,minor,65,4,17.26880905675192,31,237323,307315,95.44976844528999,512,4,17,on_premise,23,6807,3821,4771,78.1028303449504,canary,45.009005299798574,waterfall,6,1,1,1,1,1,1,1,0,0,76.76616541505656,7,76.347969250891,5,57,0,0,3,1,2234526,1,1,63.95218122369394,66.984884222645
tier3,v9.0,v11.0,minor,51,19,54.93067888440759,7,162787,252828,98.50324016318365,677,4,35,on_premise,21,18075,4400,2670,75.82974722273332,big_bang,61.34193110324969,waterfall,6,1,1,1,0,1,1,1,0,1,83.49797317410965,10,69.63611922760856,7,30,0,0,12,0,2528057,1,1,76.89333069874719,56.21162008159183
microfinance,v8.2,v9.0,major_1x,11,5,23.35654986014965,18,52511,285996,97.63283369185365,548,3,28,on_premise,7,5252,3943,4750,70.92714978902266,rolling,20.807324226279434,agile,1,1,0,1,1,1,1,1,1,1,84.53734309849375,14,48.47113563289261,1,24,0,0,3,0,587517,1,1,77.76202398588374,64.85641684592682
microfinance,v9.2,v10.5,minor,18,24,49.51131966946474,19,94602,204786,97.0340845626304,1029,7,29,private_cloud,12,13672,2982,3358,65.97574867843826,big_bang,15.041602622199669,kanban,3,1,0,1,0,0,1,1,1,0,61.89236784489479,14,60.70214944452653,6,27,0,1,9,0,664571,1,1,100.0,42.4370422813152
tier3,v8.5,v9.2,major_2x,33,15,43.521639884427636,25,269973,446465,96.79150864384407,888,2,16,private_cloud,14,24838,5270,2988,76.22839948639815,big_bang,32.22618297007099,waterfall,5,1,1,1,0,1,1,1,1,0,73.53977645424168,14,58.667264523504315,6,41,0,0,11,0,2227338,1,1,78.1759105033077,66.63575432192202
tier3,v8.2,v10.1,major_2x,95,39,23.195752155458333,21,109420,396355,98.64992843917837,394,11,28,hybrid_cloud,7,22741,1051,4722,73.93735437322924,canary,6.478030835544764,waterfall,6,1,1,1,1,1,1,1,0,1,70.96837854598239,16,53.28764148456285,1,23,0,1,8,0,1598537,1,1,100.0,44.444964219589195
tier3,v10.1,v9.0,major_1x,76,4,16.713146307352584,17,252945,188169,97.99307509789605,1163,1,4,on_premise,24,25380,1144,1827,75.65471517246823,rolling,38.466327294238596,agile,5,0,1,1,0,1,1,1,1,1,73.51972288497527,11,43.74830927717446,4,59,0,0,13,1,1446827,0,1,54.889794289822696,70.73653754894802
tier3,v8.5,v9.2,major_1x,46,7,45.077505965296105,30,209812,124646,97.14028616890205,776,3,22,private_cloud,13,25908,1631,5249,72.71831568796101,canary,29.37484731022382,waterfall,1,1,1,1,0,1,0,1,1,1,64.54598167811562,14,49.771456171446594,10,16,1,1,11,1,2370694,0,1,70.11740639229191,63.05014308445102
tier3,v8.5,v9.0,major_1x,11,13,13.903625353299851,7,74451,247019,97.56009741112092,994,7,28,on_premise,24,20519,3637,3966,76.88936117388772,rolling,14.443585338443512,agile,6,1,1,1,1,0,1,1,0,1,88.24165945996806,20,58.35269160468637,6,5,0,1,6,1,1226909,1,1,93.31979987471448,43.900048705560465
tier3,v9.2,v9.2,major_1x,21,12,16.112690929342513,31,127052,185671,96.23699248729777,1280,3,4,hybrid_cloud,9,22908,5153,5769,78.08177247078551,canary,62.031094633944306,agile,4,0,1,1,0,1,1,1,1,1,77.71069160226293,11,69.20490396902515,8,39,0,0,5,1,980269,0,1,55.94966681493013,61.51849624364888
tier2,v9.0,v11.0,minor,33,40,56.04456936980567,26,367719,450785,96.19655155323629,1043,8,6,private_cloud,19,8608,6447,2507,79.24662078382441,canary,24.983899193941273,waterfall,5,1,1,1,0,1,1,0,1,1,90.4939055317077,10,59.88553936956944,8,30,0,1,10,1,1467352,0,1,81.35796175448003,50.23827577661815
microfinance,v9.0,v10.1,major_1x,76,26,39.249107322383686,23,94308,425566,96.01445513892706,503,4,16,on_premise,6,15737,2831,618,65.43175630904696,canary,43.23996841500853,kanban,2,1,1,1,0,1,1,1,1,0,73.04534881011968,11,43.744718428596514,8,37,0,0,2,0,567165,0,1,60.00549286690419,67.94722756946354
microfinance,v8.5,v11.0,major_2x,78,1,28.20777609808834,26,217177,252862,96.07932343283605,1206,8,17,hybrid_cloud,21,8760,782,5217,72.1799615808393,big_bang,43.226199607722656,waterfall,2,1,1,1,1,0,0,1,1,1,68.36866320057966,15,47.48067514747676,4,46,0,0,7,1,321998,1,1,100.0,41.41966171641802
tier1,v8.2,v9.2,minor,79,18,50.64881994797859,14,226938,582626,98.8471394844447,1169,2,24,private_cloud,28,12427,4586,4102,100.0,canary,18.620151732831555,kanban,3,1,1,1,1,1,1,0,1,1,85.65791742485005,7,79.2960304010426,11,27,0,1,20,0,1429788,1,1,44.37128333654469,58.04356974222236
tier3,v10.1,v10.5,major_2x,77,10,44.989715094567586,13,183964,201825,95.73714007035055,1354,7,6,hybrid_cloud,24,13449,5092,5086,80.62346471783184,big_bang,33.369052210747164,agile,0,1,1,0,1,0,1,0,1,1,66.99066655287672,15,76.91113889930017,4,23,1,0,4,1,2171137,1,1,100.0,46.78857003517528
tier1,v10.1,v11.0,minor,58,7,52.30870967977251,32,457704,744170,99.01334092018267,1884,7,23,on_premise,20,12525,6791,5813,90.13351514540052,big_bang,55.49190865439815,agile,5,0,1,1,1,1,1,1,1,1,89.32894329095033,11,58.8466995756168,4,43,0,1,6,1,2331717,1,1,98.68918841526727,29.32667046009133
tier2,v8.2,v10.5,minor,66,9,52.507027342753425,24,81173,273301,97.49810712048327,1210,2,37,hybrid_cloud,38,15655,3334,4571,87.14201643971747,big_bang,71.40544536888594,waterfall,5,1,1,1,1,1,1,1,1,1,90.65808006097569,12,68.30052012335744,5,31,1,1,15,1,2332097,1,1,48.35013889724812,50.04905356024163
tier3,v8.5,v9.2,minor,71,22,64.12301093844736,33,272756,350671,96.60586209107825,731,4,25,on_premise,21,7958,1531,5366,85.14727679015624,canary,45.964322875224354,agile,4,1,1,1,1,1,1,0,1,0,71.65712203959177,10,66.63655453160742,7,46,0,1,4,1,2097494,0,1,72.0549890403727,59.18293104553912
tier2,v10.1,v10.1,minor,98,34,37.460619165781864,17,203758,360988,96.61234536315052,409,6,17,private_cloud,16,21952,5598,6944,98.01254244127291,big_bang,15.217562694375387,agile,6,0,1,1,1,1,1,0,1,1,75.36226758742578,12,47.675560366161804,7,63,0,1,10,1,1995144,1,1,98.94934364140092,63.62617268157527
tier3,v9.0,v10.5,major_2x,82,40,29.04718957055178,15,309039,325257,97.06286016388208,958,8,9,on_premise,14,21509,2215,3788,74.96523921518035,big_bang,34.721285763006016,kanban,0,1,1,0,1,0,1,0,1,1,64.99483721905003,13,76.47960322577525,8,57,0,0,5,1,2582330,1,1,100.0,50.87143008194104
tier3,v8.2,v9.2,major_2x,99,21,14.629307917335714,20,123667,138686,96.36762499550905,669,10,3,hybrid_cloud,10,12546,2297,1549,79.13607501137037,big_bang,25.254697715630726,waterfall,0,1,0,1,1,1,1,1,1,0,84.42216492293208,11,63.433328057578464,8,31,0,0,8,1,702884,1,1,100.0,53.303812497754535
tier3,v9.2,v10.5,major_1x,21,23,20.591369360299367,12,119070,311386,96.7653113948611,947,11,33,on_premise,10,11753,1693,4874,79.23829477500622,rolling,16.94066706699941,scrum,1,0,1,1,0,1,1,1,1,1,72.5435180904262,10,61.595743163702416,6,21,0,0,8,1,1253345,1,1,100.0,29.942655697430553
tier1,v8.5,v11.0,major_2x,16,15,23.06811327162879,36,185835,668044,98.84396394005313,675,8,42,hybrid_cloud,35,36420,9802,8925,93.73284032191123,blue_green,38.46364547757137,agile,5,1,1,1,1,1,0,1,0,1,75.57125454413853,6,69.81355685860602,8,55,1,0,12,1,1647497,1,1,100.0,40.921981970026565
tier2,v8.2,v9.2,minor,84,40,34.29848583966828,8,258033,434738,97.90565110717498,744,7,29,hybrid_cloud,22,29324,7260,2570,88.73663768500708,canary,73.09654147577784,kanban,7,1,1,1,1,1,1,1,1,1,68.81965845743618,12,45.93191241214872,8,31,0,1,11,1,1137622,0,1,57.20893520790039,48.57282555358749
tier3,v10.1,v11.0,minor,42,12,45.99629119737025,27,120509,308656,97.89701162572405,494,10,32,on_premise,10,5682,2488,3174,87.39471380628567,canary,45.67988366724894,agile,2,1,1,0,0,0,1,1,1,0,88.14307743850898,7,63.10569569126511,5,21,0,0,6,1,1527705,0,1,93.82408250405321,43.06850581286203
